shift_id,date,employee_id,employee_name,role,hours_worked,hourly_rate,labor_cost
12931,2024-01-09,E007,Natalia Cruz,Server,7.0,13.0,91.0
12932,2024-01-09,E004,Luca Mancini,Sous Chef,9.6,23.5,225.6
12933,2024-01-09,E013,Elena Vasquez,Line Cook,8.8,18.0,158.4
12934,2024-01-09,E002,Giulia Russo,Co-Owner/FOH,10.2,0.0,0.0
12935,2024-01-09,E008,Danny Kwon,Bartender,5.1,16.5,84.15
12936,2024-01-09,E010,James Whitfield,Busser,5.8,11.0,63.8
12937,2024-01-09,E012,Raj Patel,Line Cook,10.0,18.0,180.0
12938,2024-01-09,E003,Gianni Ferraro,Head Chef,9.0,30.0,270.0
12939,2024-01-09,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
12940,2024-01-09,E011,Mia Torino,Server,5.9,12.5,73.75
12941,2024-01-10,E007,Natalia Cruz,Server,5.4,13.0,70.2
12942,2024-01-10,E004,Luca Mancini,Sous Chef,9.1,23.5,213.85
12943,2024-01-10,E013,Elena Vasquez,Line Cook,8.8,18.0,158.4
12944,2024-01-10,E002,Giulia Russo,Co-Owner/FOH,11.7,0.0,0.0
12945,2024-01-10,E008,Danny Kwon,Bartender,6.3,16.5,103.95
12946,2024-01-10,E010,James Whitfield,Busser,5.8,11.0,63.8
12947,2024-01-10,E012,Raj Patel,Line Cook,9.5,18.0,171.0
12948,2024-01-10,E003,Gianni Ferraro,Head Chef,8.1,30.0,243.0
12949,2024-01-10,E001,Sofia Russo,Owner/Manager,11.2,0.0,0.0
12950,2024-01-10,E011,Mia Torino,Server,5.4,12.5,67.5
12951,2024-01-11,E009,Sofia Abbate,Server,6.7,12.5,83.75
12952,2024-01-11,E004,Luca Mancini,Sous Chef,8.5,23.5,199.75
12953,2024-01-11,E013,Elena Vasquez,Line Cook,8.2,18.0,147.6
12954,2024-01-11,E002,Giulia Russo,Co-Owner/FOH,10.1,0.0,0.0
12955,2024-01-11,E008,Danny Kwon,Bartender,5.4,16.5,89.1
12956,2024-01-11,E005,Carla DeLuca,Server,7.0,13.0,91.0
12957,2024-01-11,E010,James Whitfield,Busser,6.6,11.0,72.6
12958,2024-01-11,E012,Raj Patel,Line Cook,8.7,18.0,156.6
12959,2024-01-11,E003,Gianni Ferraro,Head Chef,8.7,30.0,261.0
12960,2024-01-11,E001,Sofia Russo,Owner/Manager,11.5,0.0,0.0
12961,2024-01-12,E009,Sofia Abbate,Server,6.9,12.5,86.25
12962,2024-01-12,E007,Natalia Cruz,Server,7.9,13.0,102.7
12963,2024-01-12,E004,Luca Mancini,Sous Chef,10.7,23.5,251.45
12964,2024-01-12,E013,Elena Vasquez,Line Cook,10.6,18.0,190.8
12965,2024-01-12,E002,Giulia Russo,Co-Owner/FOH,12.3,0.0,0.0
12966,2024-01-12,E008,Danny Kwon,Bartender,6.2,16.5,102.3
12967,2024-01-12,E005,Carla DeLuca,Server,8.7,13.0,113.1
12968,2024-01-12,E010,James Whitfield,Busser,7.8,11.0,85.8
12969,2024-01-12,E012,Raj Patel,Line Cook,9.9,18.0,178.2
12970,2024-01-12,E003,Gianni Ferraro,Head Chef,10.8,30.0,324.0
12971,2024-01-12,E001,Sofia Russo,Owner/Manager,10.1,0.0,0.0
12972,2024-01-12,E011,Mia Torino,Server,7.5,12.5,93.75
12973,2024-01-13,E009,Sofia Abbate,Server,6.9,12.5,86.25
12974,2024-01-13,E007,Natalia Cruz,Server,7.0,13.0,91.0
12975,2024-01-13,E004,Luca Mancini,Sous Chef,9.2,23.5,216.2
12976,2024-01-13,E013,Elena Vasquez,Line Cook,10.0,18.0,180.0
12977,2024-01-13,E002,Giulia Russo,Co-Owner/FOH,10.8,0.0,0.0
12978,2024-01-13,E008,Danny Kwon,Bartender,7.2,16.5,118.8
12979,2024-01-13,E005,Carla DeLuca,Server,8.4,13.0,109.2
12980,2024-01-13,E010,James Whitfield,Busser,8.5,11.0,93.5
12981,2024-01-13,E012,Raj Patel,Line Cook,9.1,18.0,163.8
12982,2024-01-13,E003,Gianni Ferraro,Head Chef,10.5,30.0,315.0
12983,2024-01-13,E001,Sofia Russo,Owner/Manager,10.3,0.0,0.0
12984,2024-01-13,E011,Mia Torino,Server,7.2,12.5,90.0
12985,2024-01-14,E006,Tony Esposito,Server,8.5,13.0,110.5
12986,2024-01-14,E007,Natalia Cruz,Server,6.7,13.0,87.1
12987,2024-01-14,E004,Luca Mancini,Sous Chef,9.7,23.5,227.95
12988,2024-01-14,E013,Elena Vasquez,Line Cook,10.2,18.0,183.6
12989,2024-01-14,E002,Giulia Russo,Co-Owner/FOH,10.0,0.0,0.0
12990,2024-01-14,E008,Danny Kwon,Bartender,7.8,16.5,128.7
12991,2024-01-14,E005,Carla DeLuca,Server,8.0,13.0,104.0
12992,2024-01-14,E010,James Whitfield,Busser,6.6,11.0,72.6
12993,2024-01-14,E012,Raj Patel,Line Cook,10.1,18.0,181.8
12994,2024-01-14,E003,Gianni Ferraro,Head Chef,10.1,30.0,303.0
12995,2024-01-14,E001,Sofia Russo,Owner/Manager,11.6,0.0,0.0
12996,2024-01-14,E011,Mia Torino,Server,8.2,12.5,102.5
12997,2024-01-16,E009,Sofia Abbate,Server,5.9,12.5,73.75
12998,2024-01-16,E007,Natalia Cruz,Server,6.3,13.0,81.9
12999,2024-01-16,E004,Luca Mancini,Sous Chef,8.1,23.5,190.35
13000,2024-01-16,E013,Elena Vasquez,Line Cook,9.9,18.0,178.2
13001,2024-01-16,E002,Giulia Russo,Co-Owner/FOH,10.9,0.0,0.0
13002,2024-01-16,E008,Danny Kwon,Bartender,6.5,16.5,107.25
13003,2024-01-16,E010,James Whitfield,Busser,6.0,11.0,66.0
13004,2024-01-16,E012,Raj Patel,Line Cook,9.0,18.0,162.0
13005,2024-01-16,E003,Gianni Ferraro,Head Chef,8.9,30.0,267.0
13006,2024-01-16,E001,Sofia Russo,Owner/Manager,11.3,0.0,0.0
13007,2024-01-17,E009,Sofia Abbate,Server,6.6,12.5,82.5
13008,2024-01-17,E006,Tony Esposito,Server,6.0,13.0,78.0
13009,2024-01-17,E004,Luca Mancini,Sous Chef,10.0,23.5,235.0
13010,2024-01-17,E013,Elena Vasquez,Line Cook,9.9,18.0,178.2
13011,2024-01-17,E002,Giulia Russo,Co-Owner/FOH,10.7,0.0,0.0
13012,2024-01-17,E008,Danny Kwon,Bartender,5.6,16.5,92.4
13013,2024-01-17,E010,James Whitfield,Busser,6.7,11.0,73.7
13014,2024-01-17,E012,Raj Patel,Line Cook,9.9,18.0,178.2
13015,2024-01-17,E003,Gianni Ferraro,Head Chef,10.0,30.0,300.0
13016,2024-01-17,E001,Sofia Russo,Owner/Manager,11.8,0.0,0.0
13017,2024-01-18,E009,Sofia Abbate,Server,6.1,12.5,76.25
13018,2024-01-18,E004,Luca Mancini,Sous Chef,8.6,23.5,202.1
13019,2024-01-18,E013,Elena Vasquez,Line Cook,8.2,18.0,147.6
13020,2024-01-18,E002,Giulia Russo,Co-Owner/FOH,10.9,0.0,0.0
13021,2024-01-18,E008,Danny Kwon,Bartender,7.0,16.5,115.5
13022,2024-01-18,E010,James Whitfield,Busser,5.7,11.0,62.7
13023,2024-01-18,E012,Raj Patel,Line Cook,8.6,18.0,154.8
13024,2024-01-18,E003,Gianni Ferraro,Head Chef,8.2,30.0,246.0
13025,2024-01-18,E001,Sofia Russo,Owner/Manager,11.5,0.0,0.0
13026,2024-01-18,E011,Mia Torino,Server,5.4,12.5,67.5
13027,2024-01-19,E009,Sofia Abbate,Server,6.4,12.5,80.0
13028,2024-01-19,E006,Tony Esposito,Server,6.0,13.0,78.0
13029,2024-01-19,E007,Natalia Cruz,Server,6.5,13.0,84.5
13030,2024-01-19,E004,Luca Mancini,Sous Chef,9.5,23.5,223.25
13031,2024-01-19,E013,Elena Vasquez,Line Cook,10.9,18.0,196.2
13032,2024-01-19,E002,Giulia Russo,Co-Owner/FOH,12.5,0.0,0.0
13033,2024-01-19,E008,Danny Kwon,Bartender,7.7,16.5,127.05
13034,2024-01-19,E005,Carla DeLuca,Server,6.7,13.0,87.1
13035,2024-01-19,E010,James Whitfield,Busser,6.1,11.0,67.1
13036,2024-01-19,E012,Raj Patel,Line Cook,10.5,18.0,189.0
13037,2024-01-19,E003,Gianni Ferraro,Head Chef,9.3,30.0,279.0
13038,2024-01-19,E001,Sofia Russo,Owner/Manager,11.1,0.0,0.0
13039,2024-01-20,E009,Sofia Abbate,Server,6.1,12.5,76.25
13040,2024-01-20,E007,Natalia Cruz,Server,8.4,13.0,109.2
13041,2024-01-20,E004,Luca Mancini,Sous Chef,10.9,23.5,256.15
13042,2024-01-20,E013,Elena Vasquez,Line Cook,10.3,18.0,185.4
13043,2024-01-20,E002,Giulia Russo,Co-Owner/FOH,11.2,0.0,0.0
13044,2024-01-20,E008,Danny Kwon,Bartender,6.1,16.5,100.65
13045,2024-01-20,E005,Carla DeLuca,Server,7.0,13.0,91.0
13046,2024-01-20,E010,James Whitfield,Busser,6.4,11.0,70.4
13047,2024-01-20,E012,Raj Patel,Line Cook,10.6,18.0,190.8
13048,2024-01-20,E003,Gianni Ferraro,Head Chef,9.0,30.0,270.0
13049,2024-01-20,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
13050,2024-01-20,E011,Mia Torino,Server,6.3,12.5,78.75
13051,2024-01-21,E009,Sofia Abbate,Server,6.9,12.5,86.25
13052,2024-01-21,E006,Tony Esposito,Server,8.2,13.0,106.6
13053,2024-01-21,E007,Natalia Cruz,Server,8.7,13.0,113.1
13054,2024-01-21,E004,Luca Mancini,Sous Chef,9.3,23.5,218.55
13055,2024-01-21,E013,Elena Vasquez,Line Cook,9.5,18.0,171.0
13056,2024-01-21,E002,Giulia Russo,Co-Owner/FOH,11.3,0.0,0.0
13057,2024-01-21,E008,Danny Kwon,Bartender,7.6,16.5,125.4
13058,2024-01-21,E010,James Whitfield,Busser,6.4,11.0,70.4
13059,2024-01-21,E012,Raj Patel,Line Cook,10.7,18.0,192.6
13060,2024-01-21,E003,Gianni Ferraro,Head Chef,10.1,30.0,303.0
13061,2024-01-21,E001,Sofia Russo,Owner/Manager,11.7,0.0,0.0
13062,2024-01-21,E011,Mia Torino,Server,6.9,12.5,86.25
13063,2024-01-23,E007,Natalia Cruz,Server,5.0,13.0,65.0
13064,2024-01-23,E004,Luca Mancini,Sous Chef,8.8,23.5,206.8
13065,2024-01-23,E013,Elena Vasquez,Line Cook,9.4,18.0,169.2
13066,2024-01-23,E002,Giulia Russo,Co-Owner/FOH,11.8,0.0,0.0
13067,2024-01-23,E008,Danny Kwon,Bartender,6.6,16.5,108.9
13068,2024-01-23,E010,James Whitfield,Busser,5.7,11.0,62.7
13069,2024-01-23,E012,Raj Patel,Line Cook,8.5,18.0,153.0
13070,2024-01-23,E003,Gianni Ferraro,Head Chef,9.2,30.0,276.0
13071,2024-01-23,E001,Sofia Russo,Owner/Manager,11.9,0.0,0.0
13072,2024-01-23,E011,Mia Torino,Server,5.7,12.5,71.25
13073,2024-01-24,E009,Sofia Abbate,Server,6.5,12.5,81.25
13074,2024-01-24,E007,Natalia Cruz,Server,6.1,13.0,79.3
13075,2024-01-24,E004,Luca Mancini,Sous Chef,9.1,23.5,213.85
13076,2024-01-24,E013,Elena Vasquez,Line Cook,8.1,18.0,145.8
13077,2024-01-24,E002,Giulia Russo,Co-Owner/FOH,10.2,0.0,0.0
13078,2024-01-24,E008,Danny Kwon,Bartender,6.0,16.5,99.0
13079,2024-01-24,E010,James Whitfield,Busser,5.6,11.0,61.6
13080,2024-01-24,E012,Raj Patel,Line Cook,9.3,18.0,167.4
13081,2024-01-24,E003,Gianni Ferraro,Head Chef,9.9,30.0,297.0
13082,2024-01-24,E001,Sofia Russo,Owner/Manager,11.0,0.0,0.0
13083,2024-01-25,E009,Sofia Abbate,Server,6.7,12.5,83.75
13084,2024-01-25,E004,Luca Mancini,Sous Chef,8.3,23.5,195.05
13085,2024-01-25,E013,Elena Vasquez,Line Cook,8.8,18.0,158.4
13086,2024-01-25,E002,Giulia Russo,Co-Owner/FOH,10.0,0.0,0.0
13087,2024-01-25,E008,Danny Kwon,Bartender,6.9,16.5,113.85
13088,2024-01-25,E010,James Whitfield,Busser,6.9,11.0,75.9
13089,2024-01-25,E012,Raj Patel,Line Cook,8.2,18.0,147.6
13090,2024-01-25,E003,Gianni Ferraro,Head Chef,9.9,30.0,297.0
13091,2024-01-25,E001,Sofia Russo,Owner/Manager,12.6,0.0,0.0
13092,2024-01-25,E011,Mia Torino,Server,6.9,12.5,86.25
13093,2024-01-26,E009,Sofia Abbate,Server,7.0,12.5,87.5
13094,2024-01-26,E006,Tony Esposito,Server,7.8,13.0,101.4
13095,2024-01-26,E007,Natalia Cruz,Server,8.0,13.0,104.0
13096,2024-01-26,E004,Luca Mancini,Sous Chef,10.8,23.5,253.8
13097,2024-01-26,E013,Elena Vasquez,Line Cook,10.1,18.0,181.8
13098,2024-01-26,E002,Giulia Russo,Co-Owner/FOH,10.7,0.0,0.0
13099,2024-01-26,E008,Danny Kwon,Bartender,6.6,16.5,108.9
13100,2024-01-26,E005,Carla DeLuca,Server,8.1,13.0,105.3
13101,2024-01-26,E010,James Whitfield,Busser,8.5,11.0,93.5
13102,2024-01-26,E012,Raj Patel,Line Cook,10.5,18.0,189.0
13103,2024-01-26,E003,Gianni Ferraro,Head Chef,9.7,30.0,291.0
13104,2024-01-26,E001,Sofia Russo,Owner/Manager,11.2,0.0,0.0
13105,2024-01-27,E009,Sofia Abbate,Server,6.4,12.5,80.0
13106,2024-01-27,E006,Tony Esposito,Server,8.8,13.0,114.4
13107,2024-01-27,E007,Natalia Cruz,Server,8.7,13.0,113.1
13108,2024-01-27,E004,Luca Mancini,Sous Chef,10.0,23.5,235.0
13109,2024-01-27,E013,Elena Vasquez,Line Cook,10.6,18.0,190.8
13110,2024-01-27,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
13111,2024-01-27,E008,Danny Kwon,Bartender,7.9,16.5,130.35
13112,2024-01-27,E005,Carla DeLuca,Server,6.3,13.0,81.9
13113,2024-01-27,E010,James Whitfield,Busser,8.9,11.0,97.9
13114,2024-01-27,E012,Raj Patel,Line Cook,10.9,18.0,196.2
13115,2024-01-27,E003,Gianni Ferraro,Head Chef,10.8,30.0,324.0
13116,2024-01-27,E001,Sofia Russo,Owner/Manager,10.9,0.0,0.0
13117,2024-01-28,E009,Sofia Abbate,Server,7.5,12.5,93.75
13118,2024-01-28,E007,Natalia Cruz,Server,6.7,13.0,87.1
13119,2024-01-28,E004,Luca Mancini,Sous Chef,10.8,23.5,253.8
13120,2024-01-28,E013,Elena Vasquez,Line Cook,10.0,18.0,180.0
13121,2024-01-28,E002,Giulia Russo,Co-Owner/FOH,11.3,0.0,0.0
13122,2024-01-28,E008,Danny Kwon,Bartender,6.2,16.5,102.3
13123,2024-01-28,E005,Carla DeLuca,Server,7.4,13.0,96.2
13124,2024-01-28,E010,James Whitfield,Busser,6.6,11.0,72.6
13125,2024-01-28,E012,Raj Patel,Line Cook,10.1,18.0,181.8
13126,2024-01-28,E003,Gianni Ferraro,Head Chef,10.5,30.0,315.0
13127,2024-01-28,E001,Sofia Russo,Owner/Manager,10.1,0.0,0.0
13128,2024-01-28,E011,Mia Torino,Server,8.6,12.5,107.5
13129,2024-01-30,E006,Tony Esposito,Server,5.8,13.0,75.4
13130,2024-01-30,E004,Luca Mancini,Sous Chef,8.6,23.5,202.1
13131,2024-01-30,E013,Elena Vasquez,Line Cook,9.5,18.0,171.0
13132,2024-01-30,E002,Giulia Russo,Co-Owner/FOH,10.8,0.0,0.0
13133,2024-01-30,E008,Danny Kwon,Bartender,6.8,16.5,112.2
13134,2024-01-30,E010,James Whitfield,Busser,5.7,11.0,62.7
13135,2024-01-30,E012,Raj Patel,Line Cook,9.2,18.0,165.6
13136,2024-01-30,E003,Gianni Ferraro,Head Chef,8.7,30.0,261.0
13137,2024-01-30,E001,Sofia Russo,Owner/Manager,12.8,0.0,0.0
13138,2024-01-30,E011,Mia Torino,Server,7.0,12.5,87.5
13139,2024-01-31,E004,Luca Mancini,Sous Chef,8.4,23.5,197.4
13140,2024-01-31,E013,Elena Vasquez,Line Cook,8.1,18.0,145.8
13141,2024-01-31,E002,Giulia Russo,Co-Owner/FOH,10.9,0.0,0.0
13142,2024-01-31,E008,Danny Kwon,Bartender,5.1,16.5,84.15
13143,2024-01-31,E005,Carla DeLuca,Server,5.9,13.0,76.7
13144,2024-01-31,E010,James Whitfield,Busser,6.9,11.0,75.9
13145,2024-01-31,E012,Raj Patel,Line Cook,9.0,18.0,162.0
13146,2024-01-31,E003,Gianni Ferraro,Head Chef,8.5,30.0,255.0
13147,2024-01-31,E001,Sofia Russo,Owner/Manager,12.8,0.0,0.0
13148,2024-01-31,E011,Mia Torino,Server,6.0,12.5,75.0
13149,2024-02-01,E009,Sofia Abbate,Server,7.0,12.5,87.5
13150,2024-02-01,E014,Kevin Park,Busser/Runner,5.5,11.0,60.5
13151,2024-02-01,E004,Luca Mancini,Sous Chef,9.7,23.5,227.95
13152,2024-02-01,E013,Elena Vasquez,Line Cook,8.7,18.0,156.6
13153,2024-02-01,E002,Giulia Russo,Co-Owner/FOH,12.2,0.0,0.0
13154,2024-02-01,E008,Danny Kwon,Bartender,6.4,16.5,105.6
13155,2024-02-01,E010,James Whitfield,Busser,6.3,11.0,69.3
13156,2024-02-01,E012,Raj Patel,Line Cook,8.3,18.0,149.4
13157,2024-02-01,E003,Gianni Ferraro,Head Chef,9.8,30.0,294.0
13158,2024-02-01,E001,Sofia Russo,Owner/Manager,11.3,0.0,0.0
13159,2024-02-01,E011,Mia Torino,Server,6.6,12.5,82.5
13160,2024-02-02,E009,Sofia Abbate,Server,7.0,12.5,87.5
13161,2024-02-02,E007,Natalia Cruz,Server,7.0,13.0,91.0
13162,2024-02-02,E014,Kevin Park,Busser/Runner,8.6,11.0,94.6
13163,2024-02-02,E004,Luca Mancini,Sous Chef,10.6,23.5,249.1
13164,2024-02-02,E013,Elena Vasquez,Line Cook,10.4,18.0,187.2
13165,2024-02-02,E002,Giulia Russo,Co-Owner/FOH,10.2,0.0,0.0
13166,2024-02-02,E008,Danny Kwon,Bartender,8.3,16.5,136.95
13167,2024-02-02,E005,Carla DeLuca,Server,8.9,13.0,115.7
13168,2024-02-02,E010,James Whitfield,Busser,7.4,11.0,81.4
13169,2024-02-02,E012,Raj Patel,Line Cook,9.2,18.0,165.6
13170,2024-02-02,E003,Gianni Ferraro,Head Chef,10.5,30.0,315.0
13171,2024-02-02,E001,Sofia Russo,Owner/Manager,11.9,0.0,0.0
13172,2024-02-02,E011,Mia Torino,Server,8.2,12.5,102.5
13173,2024-02-03,E009,Sofia Abbate,Server,8.7,12.5,108.75
13174,2024-02-03,E006,Tony Esposito,Server,8.3,13.0,107.9
13175,2024-02-03,E007,Natalia Cruz,Server,8.0,13.0,104.0
13176,2024-02-03,E014,Kevin Park,Busser/Runner,7.1,11.0,78.1
13177,2024-02-03,E004,Luca Mancini,Sous Chef,10.4,23.5,244.4
13178,2024-02-03,E013,Elena Vasquez,Line Cook,11.0,18.0,198.0
13179,2024-02-03,E002,Giulia Russo,Co-Owner/FOH,11.1,0.0,0.0
13180,2024-02-03,E008,Danny Kwon,Bartender,8.8,16.5,145.2
13181,2024-02-03,E010,James Whitfield,Busser,8.8,11.0,96.8
13182,2024-02-03,E012,Raj Patel,Line Cook,9.4,18.0,169.2
13183,2024-02-03,E003,Gianni Ferraro,Head Chef,10.2,30.0,306.0
13184,2024-02-03,E001,Sofia Russo,Owner/Manager,12.1,0.0,0.0
13185,2024-02-03,E011,Mia Torino,Server,8.4,12.5,105.0
13186,2024-02-04,E009,Sofia Abbate,Server,6.2,12.5,77.5
13187,2024-02-04,E006,Tony Esposito,Server,7.4,13.0,96.2
13188,2024-02-04,E007,Natalia Cruz,Server,8.5,13.0,110.5
13189,2024-02-04,E014,Kevin Park,Busser/Runner,6.1,11.0,67.1
13190,2024-02-04,E004,Luca Mancini,Sous Chef,10.8,23.5,253.8
13191,2024-02-04,E013,Elena Vasquez,Line Cook,10.2,18.0,183.6
13192,2024-02-04,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
13193,2024-02-04,E008,Danny Kwon,Bartender,7.8,16.5,128.7
13194,2024-02-04,E005,Carla DeLuca,Server,6.5,13.0,84.5
13195,2024-02-04,E010,James Whitfield,Busser,7.1,11.0,78.1
13196,2024-02-04,E012,Raj Patel,Line Cook,10.6,18.0,190.8
13197,2024-02-04,E003,Gianni Ferraro,Head Chef,9.8,30.0,294.0
13198,2024-02-04,E001,Sofia Russo,Owner/Manager,12.4,0.0,0.0
13199,2024-02-06,E006,Tony Esposito,Server,6.4,13.0,83.2
13200,2024-02-06,E014,Kevin Park,Busser/Runner,6.3,11.0,69.3
13201,2024-02-06,E004,Luca Mancini,Sous Chef,10.0,23.5,235.0
13202,2024-02-06,E013,Elena Vasquez,Line Cook,8.5,18.0,153.0
13203,2024-02-06,E002,Giulia Russo,Co-Owner/FOH,12.8,0.0,0.0
13204,2024-02-06,E008,Danny Kwon,Bartender,6.3,16.5,103.95
13205,2024-02-06,E005,Carla DeLuca,Server,5.3,13.0,68.9
13206,2024-02-06,E010,James Whitfield,Busser,5.7,11.0,62.7
13207,2024-02-06,E012,Raj Patel,Line Cook,9.4,18.0,169.2
13208,2024-02-06,E003,Gianni Ferraro,Head Chef,9.8,30.0,294.0
13209,2024-02-06,E001,Sofia Russo,Owner/Manager,10.3,0.0,0.0
13210,2024-02-07,E006,Tony Esposito,Server,6.8,13.0,88.4
13211,2024-02-07,E014,Kevin Park,Busser/Runner,6.0,11.0,66.0
13212,2024-02-07,E004,Luca Mancini,Sous Chef,9.8,23.5,230.3
13213,2024-02-07,E013,Elena Vasquez,Line Cook,9.0,18.0,162.0
13214,2024-02-07,E002,Giulia Russo,Co-Owner/FOH,12.0,0.0,0.0
13215,2024-02-07,E008,Danny Kwon,Bartender,5.9,16.5,97.35
13216,2024-02-07,E010,James Whitfield,Busser,5.6,11.0,61.6
13217,2024-02-07,E012,Raj Patel,Line Cook,8.5,18.0,153.0
13218,2024-02-07,E003,Gianni Ferraro,Head Chef,9.5,30.0,285.0
13219,2024-02-07,E001,Sofia Russo,Owner/Manager,10.2,0.0,0.0
13220,2024-02-07,E011,Mia Torino,Server,5.9,12.5,73.75
13221,2024-02-08,E006,Tony Esposito,Server,6.3,13.0,81.9
13222,2024-02-08,E014,Kevin Park,Busser/Runner,6.0,11.0,66.0
13223,2024-02-08,E004,Luca Mancini,Sous Chef,8.7,23.5,204.45
13224,2024-02-08,E013,Elena Vasquez,Line Cook,9.0,18.0,162.0
13225,2024-02-08,E002,Giulia Russo,Co-Owner/FOH,12.2,0.0,0.0
13226,2024-02-08,E008,Danny Kwon,Bartender,6.6,16.5,108.9
13227,2024-02-08,E005,Carla DeLuca,Server,6.0,13.0,78.0
13228,2024-02-08,E010,James Whitfield,Busser,6.1,11.0,67.1
13229,2024-02-08,E012,Raj Patel,Line Cook,8.1,18.0,145.8
13230,2024-02-08,E003,Gianni Ferraro,Head Chef,8.5,30.0,255.0
13231,2024-02-08,E001,Sofia Russo,Owner/Manager,11.2,0.0,0.0
13232,2024-02-09,E009,Sofia Abbate,Server,7.2,12.5,90.0
13233,2024-02-09,E007,Natalia Cruz,Server,8.3,13.0,107.9
13234,2024-02-09,E014,Kevin Park,Busser/Runner,6.6,11.0,72.6
13235,2024-02-09,E004,Luca Mancini,Sous Chef,10.2,23.5,239.7
13236,2024-02-09,E013,Elena Vasquez,Line Cook,10.4,18.0,187.2
13237,2024-02-09,E002,Giulia Russo,Co-Owner/FOH,12.0,0.0,0.0
13238,2024-02-09,E008,Danny Kwon,Bartender,8.0,16.5,132.0
13239,2024-02-09,E005,Carla DeLuca,Server,7.8,13.0,101.4
13240,2024-02-09,E010,James Whitfield,Busser,6.8,11.0,74.8
13241,2024-02-09,E012,Raj Patel,Line Cook,10.0,18.0,180.0
13242,2024-02-09,E003,Gianni Ferraro,Head Chef,9.2,30.0,276.0
13243,2024-02-09,E001,Sofia Russo,Owner/Manager,10.1,0.0,0.0
13244,2024-02-09,E011,Mia Torino,Server,8.7,12.5,108.75
13245,2024-02-10,E009,Sofia Abbate,Server,6.3,12.5,78.75
13246,2024-02-10,E006,Tony Esposito,Server,7.1,13.0,92.3
13247,2024-02-10,E014,Kevin Park,Busser/Runner,8.0,11.0,88.0
13248,2024-02-10,E004,Luca Mancini,Sous Chef,10.7,23.5,251.45
13249,2024-02-10,E013,Elena Vasquez,Line Cook,9.9,18.0,178.2
13250,2024-02-10,E002,Giulia Russo,Co-Owner/FOH,10.4,0.0,0.0
13251,2024-02-10,E008,Danny Kwon,Bartender,8.3,16.5,136.95
13252,2024-02-10,E005,Carla DeLuca,Server,6.7,13.0,87.1
13253,2024-02-10,E010,James Whitfield,Busser,6.3,11.0,69.3
13254,2024-02-10,E012,Raj Patel,Line Cook,9.2,18.0,165.6
13255,2024-02-10,E003,Gianni Ferraro,Head Chef,9.7,30.0,291.0
13256,2024-02-10,E001,Sofia Russo,Owner/Manager,10.7,0.0,0.0
13257,2024-02-10,E011,Mia Torino,Server,8.5,12.5,106.25
13258,2024-02-11,E009,Sofia Abbate,Server,7.8,12.5,97.5
13259,2024-02-11,E006,Tony Esposito,Server,6.9,13.0,89.7
13260,2024-02-11,E007,Natalia Cruz,Server,8.4,13.0,109.2
13261,2024-02-11,E014,Kevin Park,Busser/Runner,8.1,11.0,89.1
13262,2024-02-11,E004,Luca Mancini,Sous Chef,10.6,23.5,249.1
13263,2024-02-11,E013,Elena Vasquez,Line Cook,10.6,18.0,190.8
13264,2024-02-11,E002,Giulia Russo,Co-Owner/FOH,12.2,0.0,0.0
13265,2024-02-11,E008,Danny Kwon,Bartender,6.7,16.5,110.55
13266,2024-02-11,E010,James Whitfield,Busser,7.7,11.0,84.7
13267,2024-02-11,E012,Raj Patel,Line Cook,10.3,18.0,185.4
13268,2024-02-11,E003,Gianni Ferraro,Head Chef,10.6,30.0,318.0
13269,2024-02-11,E001,Sofia Russo,Owner/Manager,11.4,0.0,0.0
13270,2024-02-11,E011,Mia Torino,Server,8.9,12.5,111.25
13271,2024-02-13,E007,Natalia Cruz,Server,5.6,13.0,72.8
13272,2024-02-13,E014,Kevin Park,Busser/Runner,5.7,11.0,62.7
13273,2024-02-13,E004,Luca Mancini,Sous Chef,9.7,23.5,227.95
13274,2024-02-13,E013,Elena Vasquez,Line Cook,8.8,18.0,158.4
13275,2024-02-13,E002,Giulia Russo,Co-Owner/FOH,10.1,0.0,0.0
13276,2024-02-13,E008,Danny Kwon,Bartender,5.9,16.5,97.35
13277,2024-02-13,E010,James Whitfield,Busser,6.7,11.0,73.7
13278,2024-02-13,E012,Raj Patel,Line Cook,9.3,18.0,167.4
13279,2024-02-13,E003,Gianni Ferraro,Head Chef,8.2,30.0,246.0
13280,2024-02-13,E001,Sofia Russo,Owner/Manager,12.1,0.0,0.0
13281,2024-02-13,E011,Mia Torino,Server,6.5,12.5,81.25
13282,2024-02-14,E006,Tony Esposito,Server,6.0,13.0,78.0
13283,2024-02-14,E014,Kevin Park,Busser/Runner,5.4,11.0,59.4
13284,2024-02-14,E004,Luca Mancini,Sous Chef,9.9,23.5,232.65
13285,2024-02-14,E013,Elena Vasquez,Line Cook,9.5,18.0,171.0
13286,2024-02-14,E002,Giulia Russo,Co-Owner/FOH,11.9,0.0,0.0
13287,2024-02-14,E008,Danny Kwon,Bartender,6.0,16.5,99.0
13288,2024-02-14,E005,Carla DeLuca,Server,6.0,13.0,78.0
13289,2024-02-14,E010,James Whitfield,Busser,5.7,11.0,62.7
